word,freq
kaigsoonan,226
mahitabo,225
buot,225
kasal-anan,225
bunga,223
moadto,223
suba,221
patay,221
ihatag,220
lakeng,220
buhaton,219
nakadungog,217
mitindog,216
magabuhat,216
lain,215
arca,214
kaalam,214
pag-ingon,213
nganong,213
pag-alagad,213
katawhan,213
lakip,211
kahadlok,211
kasuko,211
lana,211
namatay,210
kamong,210
kahayag,209
kadto,208
lake,206
nahimong,205
namo,205
unsang,205
diay,204
nahimo,202
nimo,202
migula,201
templo,201
vino,200
sunod,199
jordan,198
nating,198
gabii,197
balaang,197
trono,195
midangat,194
hinonoa,194
balita,191
gipamulong,188
agalon,187
kaligutgut,187
nagsugo,186
haligi,186
capitan,186
kabus,186
pumoluyo,185
anciano,184
magahatag,183
pagkamatuod,183
atua,182
dumuloong,182
daw,182
pang,182
kamatuoran,180
basahon,179
gidaghanon,179
pablo,178
pakigdait,177
kaluwasan,177
katloan,176
haduol,176
walog,176
ephraim,176
mahatungod,174
tingali,173
manolunda,173
halayo,172
campo,172
kanunay,171
nangadto,171
aduna,171
pinuti,171
bulohaton,170
hataas,170
kusog,169
moab,169
pedro,169
magakaon,168
benjamin,168
gipatay,167
nako,167
makaila,167
pagtan-aw,165
naghari,165
carro,165
pag-ampo,165
kauban,164
namulong,164
himoon,164
gisulti,163
sion,163
alagianan,163
tulomanon,162
too,161
nasayud,161
sudlanan,161
kabayo,161
nagpadala,160
tibuok,160
habagatan,159
hangin,158
makita,157
tumbaga,157
larawan,157
arang,156
kanding,156
gugma,156
igpapahulay,156
kap-atan,155
nianang,155
profeta,155
panuigon,154
makahimo,154
gani,153
kalooy,152
unsaon,151
leon,151
kalangitan,150
mong,150
igahatag,150
diyutay,149
bana,149
nahibalo,149
mahibalo,149
manases,149
tabernaculo,149
dulumtanan,149
jeremias,149
mabuhi,148
kalim-an,148
incienso,148
ibutang,147
gitawag,147
mahugaw,147
amihanan,147
mahigugmaong-kalolot,147
naghatag,146
magapuyo,146
dad-on,145
igdulungog,144
samuel,144
magbuhat,143
unahan,143
pagatiguman,143
halad-nga-kalan-on,143
lang,143
joab,143
paagi,142
moingon,142
paghukom,141
sibsibanan,141
juan,141
kasundalohan,140
kinsang,140
sawang,140
dagkung,139
asa,139
bag-ong,139
itaas,139
dila,139
nagabuhat,139
kahibalo,139
langgam,138
kasakit,138
asno,138
pag-ayo,138
kabalaoran,138
dapita,137
nadungog,137
ngani,137
lalaki,137
nagpuyo,136
tupad,136
kayutaan,136
kiliran,136
pagkakita,135
ming-ingon,135
nilang,134
gipadala,134
misulod,133
dayon,133
pagkadungog,133
isaac,133
bay,133
matag-usa,133
paghatag,131
umari,131
siclo,131
ezechias,131
paghari,130
hunahuna,130
ginganlan,130
tawhana,130
--,129
sakayan,129
human,127
panit,126
pagapatyon,126
nagapuyo,126
pagsulti,126
nahisulat,126
jesu-cristo,126
sanga,125
atbang,125
nanagpuyo,125
daplin,125
makusog,125
hinigugma,125
ikatolo,124
asiria,124
panahona,124
ngabil,124
ikaduha,122
himoa,122
hingpit,122
lawak,122
igabutang,122
pagkaon,122
katungdanan,122
ikanapulo,122
halad-tungod-sa-sala,122
jonathan,122
nagsulti,121
una,121
lubnganan,121
makaon,121
pagdayeg,121
mikuha,120
kaliwat,120
hatag-as,120
gitas-on,120
biniyaan,120
manggialamon,119
salabutan,119
samaria,119
nagdala,118
imo,118
trigo,118
ming-adto,118
panganod,117
ta,117
kuhaon,117
batan-ong,117
hinungdan,117
paghalad,117
alaut,117
takus,116
nang,116
kaniadto,116
ubos,116
kinataliwad-an,116
hain,115
nganha,115
kansang,115
nangutana,115
fiesta,115
nagahatag,114
pagkadautan,114
egiptohanon,114
magadala,114
pipila,114
kangitngit,113
ilis,113
pagkaagi,113
gitukod,113
unang,113
isigkatawo,113
binuhat,112
nato,112
buhata,112
kabukiran,111
tinuod,111
balaod,111
pagdala,111
puthaw,110
walo,110
pagsulod,110
uyamut,110
duol,110
angay,109
mobalik,109
gutom,109
mosulod,109
mianhi,109
saput,109
galaad,109
dad-a,109
ammon,109
sinugdan,108
ikapito,108
silangan,108
kahayupan,108
pag-adto,108
sungkod,108
trompeta,108
absalom,108
panan-awon,107
tigulang,107
gentil,107
bukog,106
kuhaa,106
kinatumyan,106
sakit,106
justicia,106
milakaw,105
mahadlok,105
moanhi,105
lino,105
salin,105
padulong,104
makadungog,104
lakaw,104
nahiabut,104
paglaum,104
jeroboam,104
dagway,103
paglaglag,103
ikapulo,103
kaayohan,103
ginikanan,103
miduol,103
nganhi,103
gasa,103
hinagiban,103
pagpamatuod,103
tinguha,102
silot,102
mitungas,102
umadto,102
makagagahum,102
pagpatay,102
bug-os,102
makakaplag,102
nay,102
tuod,102
kagahum,102
escriba,102
napuno,101
maghuhukom,101
saksi,101
bulahan,101
magahalad,101
ilhanan,100
fino,100
uma,100
dihadiha,100
grasya,100
pagalaglagon,99
sungay,99
bilanggoan,99
gilapdon,99
elias,99
fariseo,99
gihapon,98
batan-on,98
anha,98
gipamatay,98
tawohana,98
ila,98
malig-on,98
esau,98
pagadad-on,98
mapula,98
mogula,98
labawng,98
iglesia,98
yutaa,97
panganay,97
kapitoan,97
nangamatay,97
kalapasan,97
dautang,97
ulan,96
nahaunang,96
abug,96
pag-abut,96
mamati,96
katubigan,96
magabantay,95
magakuha,95
ugaling,95
nakasala,95
yawa,95
gihatagan,94
pagbantay,94
kasadpan,94
takna,94
gobernador,94
giunsa,94
achab,94
puno,93
ciudara,93
parras,93
kapungot,93
lumakaw,92
nagalibut,92
querubin,91
tolo,91
nati,91
manolonda,91
bukton,91
nabuhat,91
siyag,91
siyudad,91
damgo,90
gilubong,90
pulonga,90
gitugyan,90
higdaanan,90
pako,90
nabucodonosor,90
luyo,89
gilaglag,89
mihatag,89
modangat,89
bungtod,89
higala,89
santo,89
tumoy,88
canaan,88
edom,88
sulat,88
pagsalig,88
kalan-on,87
pagkuha,87
nahabilin,87
magapatalinghug,87
pagaputlon,87
hukom,87
saad,86
amorehanon,86
nagasulti,86
magapabilin,86
ikaupat,85
makasabut,85
nagtindog,85
isulti,85
mahulog,85
gahong,85
tambok,85
kabungtoran,85
sundalo,85
mangamatay,84
gisuginlan,84
kamatay,84
halad-sa-pakigdait,84
buang,84
nagahangyo,84
binihag,83
pakigsaad,83
mibangon,83
liog,83
mangadto,83
balo,83
josaphat,83
magtutudlo,83
binhi,82
dagku,82
kusgan,82
gibiyaan,82
pagkalaglag,82
inagaw,82
inyo,82
sapa,82
baal,82
daniel,82
babayeng,82
kagabhion,81
nahadlok,80
umingon,80
kagul-anan,80
nagapadayon,80
kalinaw,80
pagtabon-sa-sala,80
krus,80
hingkaplagan,79
abut,79
moagi,79
makabaton,79
kanang,79
levi,79
magalakaw,79
dughan,79
balangay,79
magaluwas,79
kakawangan,79
simon,79
nahauna,78
masayud,78
naisip,78
binuhatan,78
gihinganlan,77
patalinghugi,77
magasulti,77
pagkabuntag,77
tingub,77
pagpakasala,77
dios-dios,77
magpatalinghug,77
itugot,77
igsoong,77
ninyong,77
kabatok,77
caldeahanon,77
tanaman,76
nagtukod,76
kahulogan,76
itugyan,76
cedro,76
kaparrasan,76
pagakan-on,75
sidlakan,75
tumindog,75
gisugilon,75
nakaila,75
ruben,75
bakak,75
pasko,75
makasasala,75
selah,75
kabuntagon,74
mahinlo,74
panalangin,74
kinsay,74
hapon,74
motindog,74
tulo,74
gamhanan,73
canaanhon,73
pagtukod,73
pagakuhaon,73
misinggit,73
gad,73
tambag,73
buta,73
katunga,73
pamati,73
palacio,73
mipahawa,72
hebron,72
bumalik,72
levadura,72
milingkod,72
minatay,72
ipadala,72
eleazar,72
nagahimo,72
siria,72
mibalik,71
paglakaw,71
lamesa,71
tabon,71
bangkaw,71
ugod,71
panagway,70
dan,70
pagpangita,70
luwasa,70
magahimo,70
igahalad,70
nanagdala,70
kadungganan,70
libano,70
balili,69
nagkuha,69
bili,69
ulay,69
matul-id,69
magahukom,69
sultihan,69
kadalanan,69
hatagi,68
matuod,68
ginabuhat,68
pinili,68
magauban,68
buhok,68
kaumahan,68
mohatag,68
paghimo,68
kalisang,68
pagkabinihag,68
gamhanang,68
sinagoga,68
gipili,67
harina,67
hawak,67
pagpakig-away,67
dinha,67
nanagtindog,67
napulog-duha,67
kahiladman,66
kan-uman,66
nahibilin,66
kapuslanan,66
bang,66
hinumdumi,66
toong,66
mabangis,66
patukoranan,66
galilea,66
joas,66
bitoon,65
misugod,65
galamiton,65
torre,65
atabay,65
nangalagiw,65
ihalas,65
kadaut,65
kabubut-on,65
gisalikway,65
magbubuhat,65
katungod,65
ubang,65
gitudlo,65
sambingay,65
ngatanan,64
isda,64
nanagbuhat,64
mikalagiw,64
abimelech,64
makasala,64
gihigugma,64
magaalagad,64
yugo,64
kahimtang,64
copa,64
nanggula,64
ikasaway,64
lunsay,64
buhis,64
mokaon,63
nagtawag,63
ulahi,63
nanumpa,63
igo,63
mingpanaw,63
mapintas,63
pagluwas,63
katingalahan,63
latas,63
magadawat,63
tabla,63
mamahugaw,63
magakalipay,63
jerico,63
kahitas-an,63
abner,63
natawo,62
sichem,62
gipahamutang,62
nakigsulti,62
tugoti,62
kagulangon,62
buntag,62
singsing,62
job,62
magbantay,62
sheol,62
dalangpanan,62
taming,62
kamog,62
miagi,61
magapadayon,61
pana,61
balhibo,61
nahigugma,61
matahum,61
makalilisang,61
balaam,61
kaulawan,61
apostoles,61
mamala,60
mipuyo,60
maisug,60
tuyo,60
abram,60
milugsong,60
naglingkod,60
nagalingkod,60
malipayon,60
balus,60
hikaplagan,60
pasagdi,60
balaya,60
kalig-on,60
cortina,60
purongpurong,60
hinimo,60
halad-nga-ilimnon,60
gisunog,60
pagasunogon,60
kasamok,60
basan,60
eliseo,60
nakakaplag,59
ing,59
damasco,59
akoy,59
kaha,59
landong,59
gagmay,59
tago,59
dugos,59
paglapas,59
tinago,59
jehu,59
mardocheo,59
matang,58
makakaon,58
nagalakaw,58
siyam,58
langub,58
tabil,58
book,58
batid,58
kilid,58
inubanan,58
lalawigan,58
kasulatan,58
pilato,58
pagahukman,57
lumalangyaw,57
motubag,57
gipatindog,57
gitigum,57
pagbalik,57
gisaad,57
libut,57
salipdanan,57
tiro,57
isaias,57
pay,56
naglakaw,56
pagkahadlok,56
camello,56
pikas,56
kaulaw,56
patyon,56
panumpa,56
laban,56
nangita,56
ato,56
daan,56
gipanumpa,56
umalabut,56
gisulat,56
panaksan,56
hibaloi,56
beth-el,56
dayegon,56
maria,56
baye,55
timaan,55
sara,55
nakig-away,55
handumanan,55
giluwas,55
motoo,55
udyong,55
sadoc,55
joiada,55
halangdon,55
josias,55
ester,55
karnero,55
silag,55
pinulongan,54
nag-ampo,54
katigayonan,54
mobiya,54
simeon,54
mingpahaluna,54
bakakon,54
maluwas,54
nagapangita,54
rang,54
mausa,54
siyang,54
kabakakan,54
noe,53
nangaon,53
pagatawgon,53
pagahimoon,53
hatagan,53
ngipon,53
nahagugma,53
ikaduhang,53
pagkabatan-on,53
kahoyng,53
joram,53
sedechias,53
satanas,53
aman,53
ikalima,52
pagbulot-an,52
bantayan,52
manghibalo,52
pagkahubo,52
nagsugod,52
sodoma,52
pagsugat,52
likod,52
nagadumot,52
pundok,52
dalunggan,52
malooy,52
moanha,52
nanagtigum,52
ugma,52
pagkatigum,52
linilok,52
nagabantay,52
mangapukan,52
reina,52
roboam,52
ikatulo,52
tinunglo,51
alpa,51
kabanayan,51
giisip,51
mipauli,51
mingtubag,51
ipon,51
pagtingub,51
maputi,51
bantay,51
magabutang,51
silingan,51
andam,51
lamparahan,51
sirkunsisyon,51
kahumot,50
kalungsoran,50
nangahadlok,50
nagatindog,50
madali,50
pagadawaton,50
adlaw-adlaw,50
higayon,50
nagbutang,50
naghalad,50
anus-a,50
mapait,50
maglibut,50
sulti,50
mitungha,49
parrasan,49
matuman,49
binilanggo,49
kaguol,49
pagtuman,49
makasulod,49
lit-ag,49
azul,49
suga,49
ephod,49
yayongan,49
talikala,49
magapakita,49
nanghibilin,49
buhing,49
mahisama,49
sako,49
kangitngitan,49
sirianhon,49
gipanalanginan,48
gininhawa,48
mitan-aw,48
hampak,48
hebreohanon,48
ismael,48
pagabantayan,48
gatas,48
karong,48
naglibut,48
nangamuyo,48
naunsa,48
kadagaya,48
gikinahanglan,48
ingna,48
pahulay,48
kanilang,48
talento,48
mamumuhat,48
nakuha,48
gitinguha,48
kasaligan,48
herodes,48
bitin,47
hetehanon,47
mihapa,47
mingtindog,47
dalaga,47
epha,47
batasan,47
magsulti,47
zabulon,47
pagpanag-iya,47
pagpakighilawas,47
mosulti,47
palas-anon,47
kupo,47
pisi,47
kawang,47
gabaa,47
makaluwas,47
pamatia,47
nasuko,46
pagtawag,46
dato,46
mabug-at,46
suhol,46
sinugo,46
sulab,46
kasubo,46
pagkadaku,46
giandam,46
kahangturan,46
ligid,46
nahulog,46
katahum,46
panaad,46
didtoy,46
bantayi,46
pagbadlong,46
pagsabut,46
kaisug,46
santiago,46
tudlo,45
minggula,45
mag-alagad,45
pagpuyo,45
pagtu-aw,45
gabhiona,45
ipakita,45
makagawas,45
raquel,45
aser,45
magahari,45
mangita,45
masakiton,45
iro,45
madian,45
linibo,45
kagawasan,45
bag-o,45
suginli,45
mag-aawit,45
profesiya,45
katuigan,44
manganak,44
tamboanan,44
abaga,44
makaplagan,44
makausa,44
gipakita,44
panaw,44
tunga,44
nangabut,44
misilaub,44
nagpakita,44
kalisdanan,44
gipangita,44
nephtali,44
nagluwas,44
panggubatan,44
mamaayo,44
bakus,44
tindog,44
nangapukan,44
pagsunod,44
bongbong,44
malig-ong,44
paghigugma,44
hangul,44
milagro,44
pagdawat,43
magapanalangin,43
abo,43
gihalad,43
ilimnon,43
pag-awit,43
mopuyo,43
halapad,43
gipaadto,43
ingnon,43
kahibulongan,43
alawiton,43
laglagon,43
purpura,43
kasakitan,43
pagsugod,43
pukot,43
judea,43
tiyan,42
nagkalainlaing,42
salampati,42
hinaut,42
gibayaw,42
mikuyog,42
aso,42
isalikway,42
igaingon,42
nangaliyupo,42
malimbongon,42
lakang,42
sinaktan,42
magaawit,42
ipamulong,42
pagpanlupig,42
balac,42
gidaug,42
manluluwas,42
amasias,42
pag-antus,42
mang,42
misaka,41
nakadangat,41
atop,41
ikakaluhaan,41
nagpatalinghug,41
ming-abut,41
paghigda,41
magpapatigayon,41
nagsugilon,41
kamagulangan,41
binuang,41
magkakabayo,41
ilo,41
bulak,41
sanla,41
tangbo,41
gedeon,41
kabataan,41
tukbonon,41
gilgal,41
natulog,41
pagbuot,41
pagpanudlo,41
ikaunom,40
hubo,40
nanamkon,40
pilo,40
balongbalong,40
tagsa,40
kainit,40
jebusehanon,40
seir,40
tuburan,40
gianak,40
kinaiya,40
gipangayo,40
paghilak,40
paa,40
paggula,40
pagpalakaw,40
pagkatawo,40
gidumtan,40
igasulti,40
samad,40
tangkawan,40
tungtunganan,40
pasalamat,40
kadagkuan,40
samson,40
isai,40
nathan,40
kawaloan,39
lot,39
kaubanan,39
katarungan,39
pagsinggit,39
nahatabo,39
nakapahimuot,39
pag-una,39
kinaadman,39
dungog,39
bandila,39
hesbon,39
magatuman,39
tipiganan,39
pagkahalangdon,39
nagpaadto,39
pagtabang,39
awit,39
tulonggon,39
nanaglibut,39
achaz,39
pagpasalamat,39
nahibulong,39
bino,39
pagkabanhaw,39
makapahimuot,38
niadto,38
pagsayo,38
nanindog,38
gibubo,38
panapton,38
bigaon,38
ugangan,38
makuha,38
merari,38
subay,38
mahabilin,38
adto,38
sinai,38
kawatan,38
papan,38
mamumuno,38
namuyo,38
beth-lehem,38
azarias,38
cronicas,38
mosalig,38
lanaw,38
mamao,37
nanag-alagad,37
midalagan,37
asin,37
nagpili,37
makig-away,37
limbong,37
pagaisipon,37
laray,37
harianon,37
pagpatalinghug,37
nanaghalad,37
dinihog,37
caleb,37
pagapilion,37
makadawat,37
buangbuang,37
nanagpangita,37
mahanaw,37
nagasalig,37
buok,37
paghiabut,37
joacim,37
nagatoo,37
matam-is,36
magatukod,36
seba,36
ginaingon,36
nanaug,36
magpuyo,36
tag-iya,36
magkuha,36
nagbantay,36
pag-inum,36
nag-alagad,36
coath,36
agianan,36
nangahimong,36
palandunga,36
ugbokanan,36
lingkoranan,36
lagda,36
magalamoy,36
nakadawat,36
mapukan,36
bililhon,36
rama,36
eli,36
nakaplagan,36
pulo,36
ochozias,36
nagakalipay,36
kanasuran,36
kapanahonan,36
felipe,36
judas,36
kuyog,35
magasulod,35
tigumon,35
olivo,35
luwason,35
dawata,35
nagagikan,35
pagtamay,35
mamahimo,35
kalolot,35
moduol,35
ikawalo,35
mitawag,35
gitabonan,35
lea,35
pulos,35
gitagoan,35
pahumot,35
tinugyanan,35
nakasabut,35
gisamaran,35
dulon,35
maghimo,35
isulat,35
kilat,35
dayandayan,35
madugay,35
makadaug,35
kabalayan,35
tunok,35
ai,35
gabaon,35
magtatambag,35
amen,35
manag-ingon,35
gipapahawa,34
nag-anak,34
matambok,34
maanyag,34
gipagula,34
sidon,34
sapin,34
hibaloan,34
pagdali,34
nagauban,34
gipahaluna,34
nagadala,34
kumaon,34
maghatag,34
tumungas,34
kusganon,34
nagpabilin,34
gibilin,34
mangutana,34
managpatalinghug,34
cebada,34
agila,34
pagsulay,34
motalikod,34
kalasangan,34
gamut,34
pagatigumon,34
igatugyan,34
pagsimba,34
ginahimo,34
jezreel,34
sumbong,34
silay,34
asaph,34
luha,34
awaaw,34
pangibog,34
magtotoo,34
natapus,33
siyay,33
nagatan-aw,33
hudno,33
pagahatagan,33
mosunod,33
mahibaloan,33
misunod,33
nag-ayo,33
mihilak,33
pabilin,33
ipahayag,33
mangil-ad,33
paglipay,33
ubay,33
uyon,33
mobulag,33
palma,33
nanaglingkod,33
sukod,33
tinunaw,33
sinulat,33
halalum,33
matinumanon,33
sihon,33
hamath,33
karaan,33
harianong,33
pagpakiggubat,33
pagpamati,33
pangitaa,33
giayo,33
hilcias,33
tagoangkan,33
kono,33
linukot,33
gresyanhon,33
migikan,32
pagatukoron,32
maisip,32
nagtugyan,32
mapuno,32
mihunong,32
gidawat,32
pagkatulog,32
kombira,32
rebeca,32
pagkamatinumanon,32
amo,32
maluya,32
paagiha,32
nagpatay,32
magbubuot,32
gerson,32
nahibaloan,32
magabayad,32
mahal,32
motungas,32
paglibut,32
kaagi,32
pagtambag,32
anaay,32
gath,32
gisukod,32
mahisulat,32
gedalias,32
johanan,32
gumikan,32
diosnon,32
cordero,32
sinina,31
karaang,31
molakaw,31
mingdangat,31
gihampak,31
namalik,31
mitoo,31
midali,31
pila,31
pagpangutana,31
mipabilin,31
magadayeg,31
pagpakita,31
nagtigum,31
pagabalaanon,31
presencia,31
hapit,31
nagpasugo,31
patalinghug,31
paghagit,31
pagapuy-an,31
kalit,31
pagsusi,31
sakup,31
gihimong,31
kaayong,31
manag-awit,31
gipangutana,31
diosdios,31
pinaagig,31
inig-abut,31
kinabuhing,31
bernabe,31
magkaon,30
kakahoyan,30
mitubo,30
kagikanan,30
mipadayon,30
malaglag,30
puyopuyo,30
pag-anhi,30
dayag,30
mizpa,30
issachar,30
bukag,30
mahinumdum,30
nagakaon,30
lagsaw,30
nagatabon,30
tabok,30
madagayaon,30
mahiabut,30
ibubo,30
tiilan,30
hiilhi,30
ulan-nga-yelo,30
nanagsunod,30
nangahimo,30
magaandam,30
gibalaan,30
pagatumanon,30
dolang,30
pinggan,30
granada,30
sumulti,30
magauna,30
nun,30
kahugawan,30
magahiling,30
magapangita,30
pagdaug,30
masukihon,30
kan-anan,30
abiathar,30
matulin,30
amnon,30
pinasikad,30
zacarias,30
persia,30
kadagatan,30
manulonda,30
paghinulsol,30
baya,30
kapitan,30
awa-aw,29
nagakamang,29
pag-ila,29
mikaon,29
nangatawo,29
magdala,29
mingsulod,29
sabakan,29
gracia,29
naila,29
beer-seba,29
gipuno,29
namauli,29
makainum,29
magapadala,29
nanagdumot,29
panan-aw,29
bumangon,29
naninguha,29
pagbutang,29
molupyo,29
pagaluwason,29
tawga,29
magatudlo,29
pagkabalaan,29
nalipay,29
magapanunod,29
pagsunog,29
mahuyang,29
nakasulti,29
sangkap,29
silo,29
jephte,29
pangpang,29
sallum,29
pagkasunod,29
assuero,29
nasayran,29
kamoy,29
panagna,29
giingnan,29
cesar,29
ilong,28
ng,28
dahon,28
nangasawa,28
nagpadayon,28
dalayegon,28
daghanan,28
gilibutan,28
hilabihang,28
malisud,28
nag-uban,28
mihigda,28
pagaadtoan,28
sayo,28
bayad,28
semana,28
magagmay,28
gibadlong,28
duhaduha,28
gikuptan,28
uhay,28
sad-an,28
milabay,28
malingin,28
maloloy-on,28
acacia,28
mahumot,28
nasikohan,28
kasangkapan,28
magasunod,28
matag-adlaw,28
pagkasuko,28
nagaatubang,28
kagubot,28
ikasiyam,28
garbo,28
nagpahaluna,28
magabaton,28
nagtudlo,28
libong,28
benaia,28
mapahitas-on,28
baasa,28
pagpuasa,28
jonas,28
jesua,28
kadaghanan,28
maniningil,28
kilira,28
gusto,28
pagpanghimatuod,28
kahaponon,27
kan-on,27
siga,27
nakabaton,27
nahinumdum,27
magalaglag,27
sinultihan,27
mipanaw,27
pahawa,27
binatonan,27
makaingon,27
tan-awon,27
mohunong,27
gibaligya,27
mangasawa,27
paglakat,27
motugot,27
hikaplagi,27
kahimut-an,27
nanagsulti,27
ana,27
pagbati,27
katahuran,27
mahatabo,27
pagkaulipon,27
magatindog,27
pagkaugma,27
hubag,27
nakagawas,27
manggula,27
kolon,27
ulod,27
mahinabo,27
magatugyan,27
napukan,27
ginasugo,27
makahikap,27
halad-tungod-sa-paglapas,27
palad,27
biyaan,27
gibug-aton,27
nanagpanagna,27
ginsakpan,27
magalingkod,27
nagsulat,27
ulahing,27
lasang,27
pagmata,27
gigun-ob,27
pagsugilon,27
magdadala,27
gigutom,27
gagmayng,27
maalam,27
uzzias,27
misalig,27
mawagtang,27
bagyo,27
kasigurohan,27
igapadayag,27
akog,27
panghimatuod,27
kaisipan,27
lonlon,26
kumuha,26
elam,26
nagpatindog,26
gipahibalo,26
kalasag,26
magagikan,26
pagbangon,26
mag-ingon,26
naghunahuna,26
balas,26
baybayon,26
pagpahulay,26
gibantayan,26
kaninyong,26
nagasunod,26
manlakaw,26
pagdumot,26
talamayon,26
pagtigum,26
dala,26
mingbalik,26
pagpanaw,26
pagminatay,26
yutang,26
mikunsad,26
halaran-sa-pagpasig-uli,26
sidsid,26
agtang,26
kagahub,26
masinugtanon,26
nagapabilin,26
makapito,26
arnon,26
modawat,26
mobangon,26
palabilabihon,26
pagpanimalus,26
usang,26
pagpakigkita,26
sarvia,26
tukoron,26
gisakit,26
ah,26
gisugdan,26
baruch,26
pagapakaulawan,26
kanhing,26
saulo,26
kitang,26
pagwali,26
timoteo,26
panimalus,25
gibutangan,25
kasiyaman,25
tarsis,25
pinuy-anan,25
mipakita,25
mangayo,25
giyahat,25
magabalik,25
masuko,25
hingkit-an,25
gihisgutan,25
manumpa,25
bugtong,25
natuman,25
gitamay,25
kaming,25
pagkagabii,25
tuhod,25
diri,25
pagtindog,25
pagabiyaan,25
makabuhat,25
gibuhatan,25
pagabayawon,25
igauli,25
nanagsinggit,25
lulan,25
giputol,25
sunogon,25
magagula,25
giuhaw,25
mamahimong,25
kinabubut-on,25
panakot,25
baboy,25
mamahinlo,25
paghunahuna,25
sanlahon,25
timbangan,25
nimong,25
mangahanaw,25
mawala,25
gipanagdala,25
kaulag,25
abisai,25
uria,25
balud,25
kasub-anan,25
hukmanan,25
nabat,25
zacharias,25
kadaghan,25
nadawat,25
dario,25
esdras,25
panganud,25
kopa,25
makinaadmanon,24
